"MAIN","DESCRIPTION","VISIBILITY","PROBABILITY_OF_PRECIPITATION","DATE","HOUR_INTERVAL","TEMP","FEELS_LIKE","TEMP_MIN","TEMP_MAX","PRESSURE","LIST.MAIN.SEA_LEVEL","GRND_LEVEL","HUMIDITY","TEMP_KF","CLOUDS_ALL","WIND_SPEED","WIND_DEG","WIND_GUST","SYS_POD","RAIN_OVER_3H","CITY.NAME","CITY.COORD.LAT","CITY.COORD.LON","CITY.COUNTRY","CITY.POPULATION","CITY.TIMEZONE","CITY.SUNRISE","CITY.SUNSET"
"Clouds","overcast clouds",10000,0,2024-11-05,09:00:00,17.75,17.3,17.75,17.75,1015,1015,1014,66,0,100,7.6,65,9.2,"n",0,"Tokyo",35.6895,139.6917,"JP",12445327,32400,2024-11-03 21:06:03,2024-11-04 07:43:30
"Clouds","overcast clouds",10000,0.06,2024-11-05,12:00:00,16.85,16.26,16.85,16.85,1016,1016,1014,64,0,100,6.35,35,8.22,"n",0,"Tokyo",35.6895,139.6917,"JP",12445327,32400,2024-11-03 21:06:03,2024-11-04 07:43:30
"Rain","light rain",10000,0.5,2024-11-05,15:00:00,15.75,15.03,15.75,15.75,1016,1016,1014,63,0,100,5.01,15,5.69,"n",0.3,"Tokyo",35.6895,139.6917,"JP",12445327,32400,2024-11-03 21:06:03,2024-11-04 07:43:30
"Rain","light rain",10000,0.36,2024-11-05,18:00:00,14.48,13.84,14.48,14.48,1015,1015,1013,71,0,100,5.77,358,6.16,"n",0.1,"Tokyo",35.6895,139.6917,"JP",12445327,32400,2024-11-03 21:06:03,2024-11-04 07:43:30
"Rain","light rain",10000,0.23,2024-11-05,21:00:00,14.23,13.59,14.23,14.23,1015,1015,1013,72,0,99,5.36,30,6.3,"n",0.1,"Tokyo",35.6895,139.6917,"JP",12445327,32400,2024-11-03 21:06:03,2024-11-04 07:43:30
"Rain","light rain",10000,0.27,2024-11-06,00:00:00,14.1,13.45,14.1,14.1,1016,1016,1014,72,0,100,4.24,28,5,"d",0.31,"Tokyo",35.6895,139.6917,"JP",12445327,32400,2024-11-03 21:06:03,2024-11-04 07:43:30
"Clouds","overcast clouds",10000,0,2024-11-06,03:00:00,14.67,13.97,14.67,14.67,1014,1014,1012,68,0,99,3.99,24,4.38,"d",0,"Tokyo",35.6895,139.6917,"JP",12445327,32400,2024-11-03 21:06:03,2024-11-04 07:43:30
"Clouds","overcast clouds",10000,0,2024-11-06,06:00:00,14.77,14.08,14.77,14.77,1014,1014,1012,68,0,100,5.35,0,5.24,"d",0,"Tokyo",35.6895,139.6917,"JP",12445327,32400,2024-11-03 21:06:03,2024-11-04 07:43:30
"Rain","light rain",10000,0.38,2024-11-06,09:00:00,13.28,12.57,13.28,13.28,1016,1016,1015,73,0,97,7.16,6,9.06,"n",0.28,"Tokyo",35.6895,139.6917,"JP",12445327,32400,2024-11-03 21:06:03,2024-11-04 07:43:30
"Rain","light rain",10000,0.84,2024-11-06,12:00:00,13.79,12.9,13.79,13.79,1018,1018,1016,64,0,100,4.07,31,4.69,"n",0.85,"Tokyo",35.6895,139.6917,"JP",12445327,32400,2024-11-03 21:06:03,2024-11-04 07:43:30
"Clouds","broken clouds",10000,0,2024-11-06,15:00:00,13.35,12.31,13.35,13.35,1018,1018,1016,60,0,64,2.84,360,3.96,"n",0,"Tokyo",35.6895,139.6917,"JP",12445327,32400,2024-11-03 21:06:03,2024-11-04 07:43:30
"Clouds","scattered clouds",10000,0,2024-11-06,18:00:00,12.97,11.84,12.97,12.97,1019,1019,1017,58,0,35,3.2,335,5.25,"n",0,"Tokyo",35.6895,139.6917,"JP",12445327,32400,2024-11-03 21:06:03,2024-11-04 07:43:30
"Clear","clear sky",10000,0,2024-11-06,21:00:00,12.05,10.9,12.05,12.05,1021,1021,1020,61,0,2,5.72,1,10.36,"n",0,"Tokyo",35.6895,139.6917,"JP",12445327,32400,2024-11-03 21:06:03,2024-11-04 07:43:30
"Clear","clear sky",10000,0,2024-11-07,00:00:00,13.84,12.48,13.84,13.84,1023,1023,1021,46,0,3,6.83,352,8.51,"d",0,"Tokyo",35.6895,139.6917,"JP",12445327,32400,2024-11-03 21:06:03,2024-11-04 07:43:30
"Clouds","few clouds",10000,0,2024-11-07,03:00:00,15.99,14.61,15.99,15.99,1023,1023,1021,37,0,15,6.26,341,5.78,"d",0,"Tokyo",35.6895,139.6917,"JP",12445327,32400,2024-11-03 21:06:03,2024-11-04 07:43:30
"Clouds","few clouds",10000,0,2024-11-07,06:00:00,16.64,15.2,16.64,16.64,1023,1023,1021,32,0,21,5.16,348,4.64,"d",0,"Tokyo",35.6895,139.6917,"JP",12445327,32400,2024-11-03 21:06:03,2024-11-04 07:43:30
"Clouds","few clouds",10000,0,2024-11-07,09:00:00,15.15,13.56,15.15,15.15,1025,1025,1023,32,0,22,5.48,334,7.17,"n",0,"Tokyo",35.6895,139.6917,"JP",12445327,32400,2024-11-03 21:06:03,2024-11-04 07:43:30
"Clouds","broken clouds",10000,0,2024-11-07,12:00:00,14.2,12.69,14.2,14.2,1026,1026,1024,39,0,58,5.8,351,6.51,"n",0,"Tokyo",35.6895,139.6917,"JP",12445327,32400,2024-11-03 21:06:03,2024-11-04 07:43:30
"Clouds","overcast clouds",10000,0,2024-11-07,15:00:00,12.73,11.13,12.73,12.73,1027,1027,1025,41,0,96,6.85,345,7.31,"n",0,"Tokyo",35.6895,139.6917,"JP",12445327,32400,2024-11-03 21:06:03,2024-11-04 07:43:30
"Clouds","overcast clouds",10000,0,2024-11-07,18:00:00,11.82,10.15,11.82,11.82,1027,1027,1025,42,0,97,7.11,349,9.1,"n",0,"Tokyo",35.6895,139.6917,"JP",12445327,32400,2024-11-03 21:06:03,2024-11-04 07:43:30
"Clouds","overcast clouds",10000,0,2024-11-07,21:00:00,11.24,9.59,11.24,11.24,1028,1028,1026,45,0,96,5.92,4,8.3,"n",0,"Tokyo",35.6895,139.6917,"JP",12445327,32400,2024-11-03 21:06:03,2024-11-04 07:43:30
"Clouds","overcast clouds",10000,0,2024-11-08,00:00:00,12.18,10.55,12.18,12.18,1029,1029,1028,42,0,98,4.85,6,6.49,"d",0,"Tokyo",35.6895,139.6917,"JP",12445327,32400,2024-11-03 21:06:03,2024-11-04 07:43:30
"Clouds","overcast clouds",10000,0,2024-11-08,03:00:00,14.37,12.75,14.37,14.37,1028,1028,1026,34,0,100,3.64,18,4.04,"d",0,"Tokyo",35.6895,139.6917,"JP",12445327,32400,2024-11-03 21:06:03,2024-11-04 07:43:30
"Clouds","overcast clouds",10000,0,2024-11-08,06:00:00,15.47,13.93,15.47,15.47,1027,1027,1025,33,0,100,2.75,101,2.35,"d",0,"Tokyo",35.6895,139.6917,"JP",12445327,32400,2024-11-03 21:06:03,2024-11-04 07:43:30
"Clouds","scattered clouds",10000,0,2024-11-08,09:00:00,14.56,13.25,14.56,14.56,1029,1029,1027,45,0,46,4.66,102,3.93,"n",0,"Tokyo",35.6895,139.6917,"JP",12445327,32400,2024-11-03 21:06:03,2024-11-04 07:43:30
"Clouds","broken clouds",10000,0,2024-11-08,12:00:00,14.17,12.92,14.17,14.17,1029,1029,1027,49,0,56,2.69,59,2.5,"n",0,"Tokyo",35.6895,139.6917,"JP",12445327,32400,2024-11-03 21:06:03,2024-11-04 07:43:30
"Clouds","overcast clouds",10000,0,2024-11-08,15:00:00,13.82,12.59,13.82,13.82,1029,1029,1027,51,0,100,1.46,34,1.25,"n",0,"Tokyo",35.6895,139.6917,"JP",12445327,32400,2024-11-03 21:06:03,2024-11-04 07:43:30
"Clouds","overcast clouds",10000,0,2024-11-08,18:00:00,13.33,12.02,13.33,13.33,1028,1028,1026,50,0,90,4.06,360,4.2,"n",0,"Tokyo",35.6895,139.6917,"JP",12445327,32400,2024-11-03 21:06:03,2024-11-04 07:43:30
"Clouds","overcast clouds",10000,0,2024-11-08,21:00:00,12.35,10.95,12.35,12.35,1029,1029,1027,50,0,100,4.84,9,6.26,"n",0,"Tokyo",35.6895,139.6917,"JP",12445327,32400,2024-11-03 21:06:03,2024-11-04 07:43:30
"Clouds","overcast clouds",10000,0,2024-11-09,00:00:00,12.86,11.45,12.86,12.86,1030,1030,1028,48,0,100,4.12,16,4.89,"d",0,"Tokyo",35.6895,139.6917,"JP",12445327,32400,2024-11-03 21:06:03,2024-11-04 07:43:30
"Clouds","broken clouds",10000,0,2024-11-04,03:00:00,17.76,16.77,17.76,18.46,1020,1020,1010,45,-0.7,75,6.03,284,9.72,"d",0,"Seoul",37.5683,126.9778,"KR",10349312,32400,2024-11-03 22:00:06,2024-11-04 08:31:09
"Clouds","broken clouds",10000,0,2024-11-04,06:00:00,17.11,15.97,15.8,17.11,1020,1020,1010,42,1.31,82,5.87,306,8.47,"d",0,"Seoul",37.5683,126.9778,"KR",10349312,32400,2024-11-03 22:00:06,2024-11-04 08:31:09
"Clouds","overcast clouds",10000,0,2024-11-04,09:00:00,14.16,12.55,12.36,14.16,1021,1021,1011,35,1.8,92,5.69,316,7.16,"n",0,"Seoul",37.5683,126.9778,"KR",10349312,32400,2024-11-03 22:00:06,2024-11-04 08:31:09
"Clouds","overcast clouds",10000,0,2024-11-04,12:00:00,10.7,8.77,10.7,10.7,1023,1023,1013,36,0,88,4.68,316,6.09,"n",0,"Seoul",37.5683,126.9778,"KR",10349312,32400,2024-11-03 22:00:06,2024-11-04 08:31:09
"Clouds","overcast clouds",10000,0,2024-11-04,15:00:00,9.77,9.14,9.77,9.77,1023,1023,1013,39,0,89,1.75,309,2.22,"n",0,"Seoul",37.5683,126.9778,"KR",10349312,32400,2024-11-03 22:00:06,2024-11-04 08:31:09
"Clouds","overcast clouds",10000,0,2024-11-04,18:00:00,9.96,9.33,9.96,9.96,1023,1023,1013,40,0,93,1.78,354,2.55,"n",0,"Seoul",37.5683,126.9778,"KR",10349312,32400,2024-11-03 22:00:06,2024-11-04 08:31:09
"Clouds","overcast clouds",10000,0,2024-11-04,21:00:00,9.66,9.09,9.66,9.66,1023,1023,1013,44,0,100,1.67,6,2.55,"n",0,"Seoul",37.5683,126.9778,"KR",10349312,32400,2024-11-03 22:00:06,2024-11-04 08:31:09
"Clouds","broken clouds",10000,0,2024-11-05,00:00:00,10.29,8.52,10.29,10.29,1024,1024,1014,44,0,70,1.44,349,1.92,"d",0,"Seoul",37.5683,126.9778,"KR",10349312,32400,2024-11-03 22:00:06,2024-11-04 08:31:09
"Clouds","few clouds",10000,0,2024-11-05,03:00:00,13.22,11.56,13.22,13.22,1022,1022,1012,37,0,11,2.11,315,1.93,"d",0,"Seoul",37.5683,126.9778,"KR",10349312,32400,2024-11-03 22:00:06,2024-11-04 08:31:09
"Clouds","scattered clouds",10000,0,2024-11-05,06:00:00,13.72,12.22,13.72,13.72,1021,1021,1011,41,0,30,4.76,310,4.61,"d",0,"Seoul",37.5683,126.9778,"KR",10349312,32400,2024-11-03 22:00:06,2024-11-04 08:31:09
"Clouds","scattered clouds",10000,0,2024-11-05,09:00:00,11.32,9.03,11.32,11.32,1022,1022,1012,20,0,34,5.5,320,6.9,"n",0,"Seoul",37.5683,126.9778,"KR",10349312,32400,2024-11-03 22:00:06,2024-11-04 08:31:09
"Clouds","few clouds",10000,0,2024-11-05,12:00:00,9.37,6.86,9.37,9.37,1024,1024,1014,24,0,17,4.84,321,9.83,"n",0,"Seoul",37.5683,126.9778,"KR",10349312,32400,2024-11-03 22:00:06,2024-11-04 08:31:09
"Clear","clear sky",10000,0,2024-11-05,15:00:00,8.96,6.71,8.96,8.96,1024,1024,1014,26,0,0,4.04,318,9.43,"n",0,"Seoul",37.5683,126.9778,"KR",10349312,32400,2024-11-03 22:00:06,2024-11-04 08:31:09
"Clear","clear sky",10000,0,2024-11-05,18:00:00,8.98,7.75,8.98,8.98,1024,1024,1014,25,0,0,2.31,335,8.07,"n",0,"Seoul",37.5683,126.9778,"KR",10349312,32400,2024-11-03 22:00:06,2024-11-04 08:31:09
"Clear","clear sky",10000,0,2024-11-05,21:00:00,8.21,6.8,8.21,8.21,1025,1025,1015,33,0,1,2.37,297,7.04,"n",0,"Seoul",37.5683,126.9778,"KR",10349312,32400,2024-11-03 22:00:06,2024-11-04 08:31:09
"Clear","clear sky",10000,0,2024-11-06,00:00:00,8.61,6.39,8.61,8.61,1027,1027,1017,34,0,0,3.8,311,6.48,"d",0,"Seoul",37.5683,126.9778,"KR",10349312,32400,2024-11-03 22:00:06,2024-11-04 08:31:09
"Clear","clear sky",10000,0,2024-11-06,03:00:00,10.46,8.08,10.46,10.46,1027,1027,1016,20,0,0,5,312,6.58,"d",0,"Seoul",37.5683,126.9778,"KR",10349312,32400,2024-11-03 22:00:06,2024-11-04 08:31:09
"Clear","clear sky",10000,0,2024-11-06,06:00:00,10.78,8.41,10.78,10.78,1026,1026,1016,19,0,0,4.94,317,6.32,"d",0,"Seoul",37.5683,126.9778,"KR",10349312,32400,2024-11-03 22:00:06,2024-11-04 08:31:09
"Clear","clear sky",10000,0,2024-11-06,09:00:00,9.43,7.15,9.43,9.43,1027,1027,1017,23,0,0,4.33,327,4.91,"n",0,"Seoul",37.5683,126.9778,"KR",10349312,32400,2024-11-03 22:00:06,2024-11-04 08:31:09
"Clear","clear sky",10000,0,2024-11-06,12:00:00,8.22,6.78,8.22,8.22,1028,1028,1018,24,0,0,2.41,315,3.03,"n",0,"Seoul",37.5683,126.9778,"KR",10349312,32400,2024-11-03 22:00:06,2024-11-04 08:31:09
"Clear","clear sky",10000,0,2024-11-06,15:00:00,7.8,7.8,7.8,7.8,1028,1028,1018,25,0,0,0.53,292,0.43,"n",0,"Seoul",37.5683,126.9778,"KR",10349312,32400,2024-11-03 22:00:06,2024-11-04 08:31:09
"Clear","clear sky",10000,0,2024-11-06,18:00:00,7.44,7.44,7.44,7.44,1029,1029,1019,26,0,0,0.57,332,0.53,"n",0,"Seoul",37.5683,126.9778,"KR",10349312,32400,2024-11-03 22:00:06,2024-11-04 08:31:09
"Clear","clear sky",10000,0,2024-11-06,21:00:00,6.84,6.84,6.84,6.84,1029,1029,1019,30,0,0,0.85,19,1.32,"n",0,"Seoul",37.5683,126.9778,"KR",10349312,32400,2024-11-03 22:00:06,2024-11-04 08:31:09
"Clear","clear sky",10000,0,2024-11-07,00:00:00,7.7,7.7,7.7,7.7,1030,1030,1020,29,0,0,0.9,46,0.93,"d",0,"Seoul",37.5683,126.9778,"KR",10349312,32400,2024-11-03 22:00:06,2024-11-04 08:31:09
"Clear","clear sky",10000,0,2024-11-07,03:00:00,11.16,8.85,11.16,11.16,1030,1030,1020,20,0,0,0.55,332,0.59,"d",0,"Seoul",37.5683,126.9778,"KR",10349312,32400,2024-11-03 22:00:06,2024-11-04 08:31:09
"Clear","clear sky",10000,0,2024-11-07,06:00:00,12.82,10.55,12.82,12.82,1028,1028,1018,15,0,0,1.67,305,1.92,"d",0,"Seoul",37.5683,126.9778,"KR",10349312,32400,2024-11-03 22:00:06,2024-11-04 08:31:09
"Clear","clear sky",10000,0,2024-11-07,09:00:00,12.19,9.91,12.19,12.19,1029,1029,1019,17,0,0,2.24,317,2.44,"n",0,"Seoul",37.5683,126.9778,"KR",10349312,32400,2024-11-03 22:00:06,2024-11-04 08:31:09
"Clear","clear sky",10000,0,2024-11-07,12:00:00,10.86,8.6,10.86,10.86,1029,1029,1019,23,0,0,1.22,324,1.89,"n",0,"Seoul",37.5683,126.9778,"KR",10349312,32400,2024-11-03 22:00:06,2024-11-04 08:31:09
"Clear","clear sky",10000,0,2024-11-07,15:00:00,9.67,9.67,9.67,9.67,1030,1030,1019,26,0,0,1.19,20,1.82,"n",0,"Seoul",37.5683,126.9778,"KR",10349312,32400,2024-11-03 22:00:06,2024-11-04 08:31:09
"Clear","clear sky",10000,0,2024-11-07,18:00:00,8.57,8.57,8.57,8.57,1030,1030,1020,30,0,0,1.01,38,1.42,"n",0,"Seoul",37.5683,126.9778,"KR",10349312,32400,2024-11-03 22:00:06,2024-11-04 08:31:09
"Clear","clear sky",10000,0,2024-11-07,21:00:00,7.72,7.72,7.72,7.72,1030,1030,1020,33,0,0,1.14,55,1.8,"n",0,"Seoul",37.5683,126.9778,"KR",10349312,32400,2024-11-03 22:00:06,2024-11-04 08:31:09
"Clear","clear sky",10000,0,2024-11-08,00:00:00,8.71,8.26,8.71,8.71,1031,1031,1020,31,0,0,1.43,73,1.93,"d",0,"Seoul",37.5683,126.9778,"KR",10349312,32400,2024-11-03 22:00:06,2024-11-04 08:31:09
"Clear","clear sky",10000,0,2024-11-08,03:00:00,12.74,10.64,12.74,12.74,1030,1030,1020,22,0,0,1.07,68,1.34,"d",0,"Seoul",37.5683,126.9778,"KR",10349312,32400,2024-11-03 22:00:06,2024-11-04 08:31:09
"Clear","clear sky",10000,0,2024-11-08,06:00:00,14.65,12.61,14.65,14.65,1028,1028,1018,17,0,1,1.36,35,1.5,"d",0,"Seoul",37.5683,126.9778,"KR",10349312,32400,2024-11-03 22:00:06,2024-11-04 08:31:09
"Clouds","broken clouds",10000,0,2024-11-08,09:00:00,14.06,12.02,14.06,14.06,1028,1028,1018,19,0,59,1.06,2,1.33,"n",0,"Seoul",37.5683,126.9778,"KR",10349312,32400,2024-11-03 22:00:06,2024-11-04 08:31:09
"Clouds","broken clouds",10000,0,2024-11-08,12:00:00,12.71,10.66,12.71,12.71,1029,1029,1019,24,0,83,1.13,27,1.43,"n",0,"Seoul",37.5683,126.9778,"KR",10349312,32400,2024-11-03 22:00:06,2024-11-04 08:31:09
"Clouds","overcast clouds",10000,0,2024-11-08,15:00:00,11.73,9.74,11.73,11.73,1029,1029,1019,30,0,100,1.33,49,1.84,"n",0,"Seoul",37.5683,126.9778,"KR",10349312,32400,2024-11-03 22:00:06,2024-11-04 08:31:09
"Clouds","overcast clouds",10000,0,2024-11-08,18:00:00,11.02,9.01,11.02,11.02,1029,1029,1019,32,0,100,1.51,64,2.33,"n",0,"Seoul",37.5683,126.9778,"KR",10349312,32400,2024-11-03 22:00:06,2024-11-04 08:31:09
"Clouds","overcast clouds",10000,0,2024-11-08,21:00:00,10.62,8.7,10.62,10.62,1029,1029,1019,37,0,100,1.5,62,2.7,"n",0,"Seoul",37.5683,126.9778,"KR",10349312,32400,2024-11-03 22:00:06,2024-11-04 08:31:09
"Clouds","overcast clouds",10000,0,2024-11-09,00:00:00,11.61,10.05,11.61,11.61,1031,1031,1021,47,0,92,1.6,65,2.3,"d",0,"Seoul",37.5683,126.9778,"KR",10349312,32400,2024-11-03 22:00:06,2024-11-04 08:31:09
"Clouds","overcast clouds",10000,0,2024-11-04,03:00:00,10.71,10.03,9.87,10.71,1026,1026,1022,84,0.84,100,1.42,90,2.66,"n",0,"London",51.5085,-0.1257,"GB",1000000,0,2024-11-04 06:59:50,2024-11-04 16:28:17
"Clouds","broken clouds",10000,0,2024-11-04,06:00:00,10.27,9.62,9.38,10.27,1026,1026,1021,87,0.89,69,1.58,82,2.77,"n",0,"London",51.5085,-0.1257,"GB",1000000,0,2024-11-04 06:59:50,2024-11-04 16:28:17
"Clouds","broken clouds",10000,0,2024-11-04,09:00:00,10.77,10.04,10.77,10.8,1026,1026,1022,82,-0.03,75,2.12,81,4.68,"d",0,"London",51.5085,-0.1257,"GB",1000000,0,2024-11-04 06:59:50,2024-11-04 16:28:17
"Clouds","broken clouds",10000,0,2024-11-04,12:00:00,13.88,13.02,13.88,13.88,1025,1025,1021,65,0,81,2.49,102,3.91,"d",0,"London",51.5085,-0.1257,"GB",1000000,0,2024-11-04 06:59:50,2024-11-04 16:28:17
"Clouds","overcast clouds",10000,0,2024-11-04,15:00:00,14.46,13.55,14.46,14.46,1024,1024,1019,61,0,95,2.13,88,3.5,"d",0,"London",51.5085,-0.1257,"GB",1000000,0,2024-11-04 06:59:50,2024-11-04 16:28:17
"Clouds","overcast clouds",10000,0,2024-11-04,18:00:00,12.28,11.52,12.28,12.28,1024,1024,1019,75,0,97,2.09,83,4.61,"n",0,"London",51.5085,-0.1257,"GB",1000000,0,2024-11-04 06:59:50,2024-11-04 16:28:17
"Clouds","overcast clouds",10000,0,2024-11-04,21:00:00,11.45,10.66,11.45,11.45,1023,1023,1019,77,0,100,1.44,87,3.44,"n",0,"London",51.5085,-0.1257,"GB",1000000,0,2024-11-04 06:59:50,2024-11-04 16:28:17
"Clouds","overcast clouds",10000,0,2024-11-05,00:00:00,10.67,9.83,10.67,10.67,1022,1022,1018,78,0,100,1.27,100,1.27,"n",0,"London",51.5085,-0.1257,"GB",1000000,0,2024-11-04 06:59:50,2024-11-04 16:28:17
"Clouds","overcast clouds",10000,0,2024-11-05,03:00:00,10.69,9.8,10.69,10.69,1022,1022,1017,76,0,95,1.25,92,1.3,"n",0,"London",51.5085,-0.1257,"GB",1000000,0,2024-11-04 06:59:50,2024-11-04 16:28:17
"Clouds","overcast clouds",10000,0,2024-11-05,06:00:00,10.3,9.34,10.3,10.3,1021,1021,1017,75,0,97,0.91,105,0.89,"n",0,"London",51.5085,-0.1257,"GB",1000000,0,2024-11-04 06:59:50,2024-11-04 16:28:17
"Clouds","overcast clouds",10000,0,2024-11-05,09:00:00,11.57,10.58,11.57,11.57,1022,1022,1018,69,0,100,0.48,133,0.68,"d",0,"London",51.5085,-0.1257,"GB",1000000,0,2024-11-04 06:59:50,2024-11-04 16:28:17
"Clouds","overcast clouds",10000,0,2024-11-05,12:00:00,14.64,13.7,14.64,14.64,1022,1022,1017,59,0,99,0.39,138,0.7,"d",0,"London",51.5085,-0.1257,"GB",1000000,0,2024-11-04 06:59:50,2024-11-04 16:28:17
"Clear","clear sky",10000,0,2024-11-05,15:00:00,15.52,14.67,15.52,15.52,1022,1022,1017,59,0,7,0.11,158,0.43,"d",0,"London",51.5085,-0.1257,"GB",1000000,0,2024-11-04 06:59:50,2024-11-04 16:28:17
"Clouds","scattered clouds",10000,0,2024-11-05,18:00:00,13.43,12.66,13.43,13.43,1023,1023,1018,70,0,38,0.64,149,0.65,"n",0,"London",51.5085,-0.1257,"GB",1000000,0,2024-11-04 06:59:50,2024-11-04 16:28:17
"Clouds","broken clouds",10000,0,2024-11-05,21:00:00,12.47,11.89,12.47,12.47,1024,1024,1019,81,0,64,0.96,207,0.96,"n",0,"London",51.5085,-0.1257,"GB",1000000,0,2024-11-04 06:59:50,2024-11-04 16:28:17
"Clouds","broken clouds",10000,0,2024-11-06,00:00:00,11.75,11.23,11.75,11.75,1025,1025,1020,86,0,61,1.34,217,1.34,"n",0,"London",51.5085,-0.1257,"GB",1000000,0,2024-11-04 06:59:50,2024-11-04 16:28:17
"Clouds","broken clouds",10000,0,2024-11-06,03:00:00,11.31,10.79,11.31,11.31,1025,1025,1021,88,0,61,0.96,225,0.96,"n",0,"London",51.5085,-0.1257,"GB",1000000,0,2024-11-04 06:59:50,2024-11-04 16:28:17
"Clouds","scattered clouds",10000,0,2024-11-06,06:00:00,10.95,10.5,10.95,10.95,1027,1027,1022,92,0,49,0.97,220,0.96,"n",0,"London",51.5085,-0.1257,"GB",1000000,0,2024-11-04 06:59:50,2024-11-04 16:28:17
"Clouds","broken clouds",10000,0,2024-11-06,09:00:00,12.23,11.75,12.23,12.23,1028,1028,1024,86,0,63,1.05,225,1.62,"d",0,"London",51.5085,-0.1257,"GB",1000000,0,2024-11-04 06:59:50,2024-11-04 16:28:17
"Clouds","broken clouds",10000,0,2024-11-06,12:00:00,15.51,15.02,15.51,15.51,1029,1029,1025,73,0,78,0.78,287,1.31,"d",0,"London",51.5085,-0.1257,"GB",1000000,0,2024-11-04 06:59:50,2024-11-04 16:28:17
"Clouds","few clouds",10000,0,2024-11-06,15:00:00,16.18,15.71,16.18,16.18,1028,1028,1024,71,0,18,0.53,231,0.77,"d",0,"London",51.5085,-0.1257,"GB",1000000,0,2024-11-04 06:59:50,2024-11-04 16:28:17
"Clouds","scattered clouds",10000,0,2024-11-06,18:00:00,14.06,13.66,14.06,14.06,1029,1029,1025,82,0,25,0.78,99,0.75,"n",0,"London",51.5085,-0.1257,"GB",1000000,0,2024-11-04 06:59:50,2024-11-04 16:28:17
"Clouds","broken clouds",10000,0,2024-11-06,21:00:00,13.13,12.77,13.13,13.13,1030,1030,1025,87,0,83,0.91,107,0.91,"n",0,"London",51.5085,-0.1257,"GB",1000000,0,2024-11-04 06:59:50,2024-11-04 16:28:17
"Clouds","scattered clouds",10000,0,2024-11-07,00:00:00,12.31,12,12.31,12.31,1029,1029,1025,92,0,43,0.63,91,0.66,"n",0,"London",51.5085,-0.1257,"GB",1000000,0,2024-11-04 06:59:50,2024-11-04 16:28:17
"Clear","clear sky",10000,0,2024-11-07,03:00:00,11.68,11.36,11.68,11.68,1029,1029,1025,94,0,5,1.41,83,1.43,"n",0,"London",51.5085,-0.1257,"GB",1000000,0,2024-11-04 06:59:50,2024-11-04 16:28:17
"Clear","clear sky",10000,0,2024-11-07,06:00:00,11.08,10.67,11.08,11.08,1029,1029,1024,93,0,5,1.77,87,2.64,"n",0,"London",51.5085,-0.1257,"GB",1000000,0,2024-11-04 06:59:50,2024-11-04 16:28:17
"Clear","clear sky",10000,0,2024-11-07,09:00:00,12.32,11.75,12.32,12.32,1029,1029,1024,82,0,4,1.4,95,4.08,"d",0,"London",51.5085,-0.1257,"GB",1000000,0,2024-11-04 06:59:50,2024-11-04 16:28:17
"Clear","clear sky",10000,0,2024-11-07,12:00:00,15.68,14.97,15.68,15.68,1028,1028,1023,64,0,3,1.96,102,3.32,"d",0,"London",51.5085,-0.1257,"GB",1000000,0,2024-11-04 06:59:50,2024-11-04 16:28:17
"Clear","clear sky",10000,0,2024-11-07,15:00:00,15.81,15.12,15.81,15.81,1026,1026,1022,64,0,0,2.5,88,4.39,"d",0,"London",51.5085,-0.1257,"GB",1000000,0,2024-11-04 06:59:50,2024-11-04 16:28:17
"Clear","clear sky",10000,0,2024-11-07,18:00:00,12.79,12.21,12.79,12.79,1026,1026,1022,80,0,0,2.82,85,7.85,"n",0,"London",51.5085,-0.1257,"GB",1000000,0,2024-11-04 06:59:50,2024-11-04 16:28:17
"Clear","clear sky",10000,0,2024-11-07,21:00:00,11.68,11.12,11.68,11.68,1026,1026,1022,85,0,0,2.32,84,7.66,"n",0,"London",51.5085,-0.1257,"GB",1000000,0,2024-11-04 06:59:50,2024-11-04 16:28:17
"Clear","clear sky",10000,0,2024-11-08,00:00:00,10.57,9.8,10.57,10.57,1025,1025,1020,81,0,0,1.65,71,4.82,"n",0,"London",51.5085,-0.1257,"GB",1000000,0,2024-11-04 06:59:50,2024-11-04 16:28:17
"Clear","clear sky",10000,0,2024-11-08,03:00:00,9.79,9.19,9.79,9.79,1024,1024,1019,81,0,0,1.72,76,4.97,"n",0,"London",51.5085,-0.1257,"GB",1000000,0,2024-11-04 06:59:50,2024-11-04 16:28:17
"Clear","clear sky",10000,0,2024-11-08,06:00:00,9.18,8.24,9.18,9.18,1022,1022,1018,85,0,0,2,79,7.03,"n",0,"London",51.5085,-0.1257,"GB",1000000,0,2024-11-04 06:59:50,2024-11-04 16:28:17
"Clear","clear sky",10000,0,2024-11-08,09:00:00,10.42,9.53,10.42,10.42,1022,1022,1018,77,0,7,2,94,5.86,"d",0,"London",51.5085,-0.1257,"GB",1000000,0,2024-11-04 06:59:50,2024-11-04 16:28:17
"Clear","clear sky",10000,0,2024-11-08,12:00:00,13.55,12.55,13.55,13.55,1021,1021,1017,61,0,4,1.93,123,3.17,"d",0,"London",51.5085,-0.1257,"GB",1000000,0,2024-11-04 06:59:50,2024-11-04 16:28:17
"Clear","clear sky",10000,0,2024-11-08,15:00:00,14.2,13.37,14.2,14.2,1020,1020,1016,65,0,0,2.15,101,3.97,"d",0,"London",51.5085,-0.1257,"GB",1000000,0,2024-11-04 06:59:50,2024-11-04 16:28:17
